customer_id,first_name,last_name,gender,dob,city,state,occupation,account_open_date,account_type,balance,credit_score,loan_status
821,Vritika,Issac,M,1957-06-22,Delhi,Mizoram,Other,2016-10-16,Fixed Deposit,71745.42,619,Defaulted
822,Tiya,Johal,M,1974-04-05,Pune,Maharashtra,Teacher,2024-04-15,Savings,69083.44,673,Closed
823,Dharmajan,Reddy,O,2002-07-10,Kolkata,Nagaland,Business,2022-08-10,Current,223449.67,758,Active
824,Ranbir,Barman,F,1991-05-09,Ahmedabad,Jharkhand,Other,2018-05-12,Fixed Deposit,495636.74,601,Active
825,Lagan,Swamy,F,1960-02-22,Ahmedabad,Chhattisgarh,Teacher,2024-06-18,Savings,52950.72,517,No Loan
826,Vihaan,Raj,O,1991-04-08,Mumbai,Rajasthan,Engineer,2021-04-28,Fixed Deposit,169276.34,587,No Loan
827,Sahil,Sarkar,M,2006-09-14,Mumbai,Maharashtra,Other,2016-11-20,Savings,137806.17,335,Defaulted
828,Bhavin,Das,O,2004-06-09,Hyderabad,Assam,Retired,2019-10-28,Fixed Deposit,43743.47,652,Defaulted
829,Amani,Ramesh,F,1984-05-01,Mumbai,Punjab,Other,2017-09-26,Current,298279.61,372,No Loan
830,Nitya,Shanker,F,1958-07-05,Ahmedabad,Sikkim,Retired,2021-01-09,Salary,162362.41,369,No Loan
831,Fateh,Ahuja,M,2005-03-02,Delhi,Tamil Nadu,Other,2018-10-02,Current,178143.16,816,Active
832,Ishaan,Kothari,F,1964-02-07,Pune,Kerala,Other,2015-12-16,Salary,35895.87,459,Defaulted
833,Vardaniya,Tata,O,1990-05-10,Delhi,Telangana,Engineer,2024-07-24,Current,270465.95,529,No Loan
834,Umang,Bhatnagar,M,1972-05-28,Kolkata,Telangana,Engineer,2018-08-09,Salary,296813.18,366,Closed
835,Trisha,Yogi,M,1973-01-20,Delhi,Andhra Pradesh,Other,2017-10-09,Fixed Deposit,266945.94,680,Closed
836,Purab,Lala,F,1977-07-24,Hyderabad,Assam,Retired,2023-01-25,Salary,228972.46,641,Active
837,Mishti,Barad,F,1972-08-28,Mumbai,Meghalaya,Retired,2025-07-29,Savings,335073.99,471,No Loan
838,Taran,Bala,F,1985-09-28,Bangalore,Meghalaya,Business,2024-06-14,Savings,331257.76,508,Active
839,Tushar,Brar,O,1993-05-05,Kolkata,Himachal Pradesh,Other,2018-08-08,Fixed Deposit,497744.76,770,Closed
840,Kaira,Sandal,O,2007-05-23,Bangalore,Telangana,Retired,2017-07-07,Current,233137.6,563,Active
841,Seher,Kumar,F,1962-08-12,Pune,Andhra Pradesh,Student,2019-08-26,Fixed Deposit,290657.03,741,No Loan
842,Nirvaan,Bajaj,O,1957-10-05,Hyderabad,Meghalaya,Teacher,2015-12-22,Fixed Deposit,478855.02,776,Defaulted
843,Indrajit,Chakraborty,F,1979-07-14,Ahmedabad,West Bengal,Other,2022-04-12,Current,345312.44,610,Closed
844,Zaina,Saxena,F,1957-03-03,Chennai,Telangana,Other,2025-03-03,Salary,268378.01,745,Closed
845,Mamooty,Dyal,M,1999-05-21,Hyderabad,Haryana,Student,2022-11-24,Salary,211921.87,354,Defaulted
846,Purab,Tella,O,1983-02-03,Bangalore,Assam,Retired,2021-03-17,Current,378325.5,699,Defaulted
847,Fateh,Krishnamurthy,O,1993-08-28,Delhi,Sikkim,Other,2022-02-08,Salary,332790.95,814,No Loan
848,Mamooty,Suri,O,1958-05-08,Kolkata,Mizoram,Retired,2018-10-25,Salary,463661.73,536,No Loan
849,Darshit,Vyas,M,1957-11-21,Delhi,Manipur,Engineer,2022-08-02,Fixed Deposit,60794.67,403,Closed
850,Shaan,Bassi,M,1973-12-22,Mumbai,Nagaland,Doctor,2021-01-18,Salary,10993.15,547,Closed
851,Tushar,Chaudhry,F,1985-11-05,Chennai,Jharkhand,Doctor,2015-11-25,Savings,270438.61,585,Defaulted
852,Seher,Rastogi,M,1993-02-17,Mumbai,Haryana,Teacher,2020-12-07,Fixed Deposit,260958.03,705,Active
853,Kiara,Koshy,O,1986-05-02,Hyderabad,Tripura,Retired,2022-01-11,Fixed Deposit,45473.09,460,Closed
854,Sana,Yohannan,O,2007-07-25,Chennai,Nagaland,Retired,2019-02-02,Savings,304634.72,759,No Loan
855,Indrajit,Aggarwal,F,2006-07-07,Kolkata,Maharashtra,Other,2019-12-08,Salary,391232.02,808,Active
856,Hrishita,Ghose,M,1956-05-23,Chennai,Rajasthan,Doctor,2019-09-23,Fixed Deposit,19044.03,780,Closed
857,Shamik,Acharya,O,2001-12-15,Pune,Tripura,Other,2015-12-05,Current,114451.29,660,Closed
858,Sara,Seth,F,1999-06-30,Ahmedabad,Jharkhand,Doctor,2022-03-02,Savings,44733.73,748,Closed
859,Eva,Dani,M,1961-11-02,Delhi,Maharashtra,Business,2019-04-04,Savings,153456.63,479,No Loan
860,Hridaan,Sawhney,F,1988-03-31,Chennai,Himachal Pradesh,Doctor,2016-10-13,Current,140572.07,495,Defaulted
861,Mehul,Yadav,M,1961-02-04,Pune,West Bengal,Business,2016-07-05,Current,436794.99,561,Active
862,Rati,Wason,M,1990-02-18,Pune,Kerala,Student,2022-10-16,Savings,459776.59,442,Defaulted
863,Kavya,Batta,F,1985-12-18,Pune,Mizoram,Engineer,2017-03-17,Salary,496086.85,400,Closed
864,Dhanuk,Rajagopalan,M,1963-11-07,Delhi,Odisha,Other,2022-06-22,Current,196130.34,311,No Loan
865,Nitara,Bhattacharyya,O,1959-01-02,Kolkata,Haryana,Engineer,2023-03-01,Salary,465367.01,341,Closed
866,Saksham,Suresh,M,1974-08-12,Pune,Madhya Pradesh,Teacher,2020-03-15,Salary,270326.58,728,Defaulted
867,Samar,Kara,M,2002-06-13,Ahmedabad,Himachal Pradesh,Student,2021-04-25,Savings,190931.02,515,Active
868,Krish,Bir,O,1970-08-30,Pune,Tripura,Business,2017-01-13,Current,266708.12,761,Closed
869,Emir,Brahmbhatt,M,2007-03-05,Pune,Bihar,Business,2025-09-17,Savings,403156.77,306,No Loan
870,Anahita,Dugar,F,1965-12-13,Chennai,Maharashtra,Engineer,2023-05-31,Salary,153034.89,372,No Loan
871,Taimur,Solanki,F,1962-12-24,Mumbai,Gujarat,Teacher,2024-11-18,Current,161941.46,429,Defaulted
872,Anahi,Deo,O,1985-07-08,Delhi,West Bengal,Engineer,2021-01-03,Current,112583.6,505,Active
873,Indranil,Swamy,O,1962-12-04,Delhi,Sikkim,Doctor,2017-04-20,Current,487829.49,565,No Loan
874,Madhav,Tiwari,M,1975-06-20,Hyderabad,West Bengal,Student,2016-06-13,Fixed Deposit,411417.8,552,Active
875,Divij,Sawhney,O,1977-01-26,Bangalore,Haryana,Engineer,2018-04-15,Fixed Deposit,431145.23,463,Defaulted
876,Drishya,Bakshi,M,1978-12-22,Delhi,Sikkim,Engineer,2022-07-04,Savings,303579.1,409,Closed
877,Jayant,Aurora,F,1975-02-06,Delhi,Madhya Pradesh,Student,2020-03-10,Current,449232.55,537,Defaulted
878,Siya,Maharaj,F,1985-07-15,Kolkata,Haryana,Business,2025-03-22,Fixed Deposit,88244.48,782,No Loan
879,Ehsaan,Suri,F,1961-03-18,Mumbai,Uttar Pradesh,Business,2023-08-17,Savings,199932.85,324,Active
880,Abram,Balasubramanian,O,1964-04-11,Delhi,Uttarakhand,Other,2017-10-30,Savings,333487.14,781,Active
881,Kiaan,Tata,F,1969-11-22,Delhi,Madhya Pradesh,Teacher,2017-12-27,Salary,35017.98,836,Active
882,Keya,Raj,F,1980-02-05,Ahmedabad,Himachal Pradesh,Business,2017-03-12,Fixed Deposit,117043.13,472,Active
883,Chirag,Chaudhary,F,1959-11-13,Bangalore,Rajasthan,Student,2016-02-19,Current,275215.24,427,Closed
884,Divij,Zachariah,O,1984-12-09,Kolkata,West Bengal,Other,2017-12-15,Salary,216816.44,842,Closed
885,Arnav,Kashyap,F,1977-04-29,Pune,Arunachal Pradesh,Engineer,2017-11-06,Current,253564.79,746,Active
886,Adah,Tara,M,1966-03-13,Mumbai,Telangana,Student,2025-07-11,Fixed Deposit,320772.33,342,Active
887,Aniruddh,Halder,F,1981-08-23,Hyderabad,Sikkim,Retired,2024-03-15,Salary,310174.39,359,Closed
888,Sumer,Chhabra,F,1983-10-19,Bangalore,Goa,Doctor,2018-09-14,Current,183034.31,586,Closed
889,Alia,Wagle,O,1973-06-23,Chennai,Chhattisgarh,Doctor,2020-07-10,Savings,31613.46,766,Closed
890,Neelofar,Divan,O,1957-02-14,Mumbai,Meghalaya,Other,2019-12-12,Fixed Deposit,96699.45,644,Active
891,Anvi,Balasubramanian,F,1982-10-20,Delhi,Assam,Teacher,2025-02-17,Savings,30023.73,552,Closed
892,Hiran,Kadakia,O,1973-10-20,Ahmedabad,Gujarat,Teacher,2022-04-12,Salary,310129.38,762,Closed
893,Nishith,Rau,O,1998-07-01,Hyderabad,Uttar Pradesh,Engineer,2024-09-16,Salary,491855.78,382,Active
894,Vaibhav,Srinivas,M,1991-10-05,Pune,Tamil Nadu,Business,2016-02-05,Fixed Deposit,86161.71,448,Defaulted
895,Inaaya ,Srinivas,O,1979-03-15,Chennai,Meghalaya,Retired,2023-12-04,Current,61571.08,489,Defaulted
896,Damini,Dyal,F,1978-03-06,Kolkata,Madhya Pradesh,Doctor,2025-05-21,Savings,133428.32,562,Defaulted
897,Anay,Dutta,M,1973-03-02,Hyderabad,Punjab,Retired,2018-10-28,Fixed Deposit,346388.51,559,Defaulted
898,Zoya,Sood,F,1969-09-01,Bangalore,Himachal Pradesh,Retired,2016-04-06,Salary,316961.62,400,No Loan
899,Eva,Gola,F,1958-10-02,Ahmedabad,Tripura,Teacher,2023-10-15,Salary,307994.5,520,No Loan
900,Indranil,Bedi,O,1994-07-04,Delhi,Haryana,Doctor,2019-09-22,Savings,312324.02,423,Defaulted
901,Priyansh,Loke,M,1999-06-19,Hyderabad,Uttarakhand,Teacher,2019-11-13,Savings,424159.93,362,Active
902,Tarini,Choudhary,M,2004-12-02,Mumbai,Odisha,Other,2016-09-18,Fixed Deposit,396254.72,782,Closed
903,Jayant,Chakrabarti,M,1981-03-13,Chennai,Haryana,Student,2021-10-19,Fixed Deposit,184511.92,391,Closed
904,Zara,Shan,F,1995-02-01,Kolkata,Tamil Nadu,Doctor,2021-03-05,Salary,241335.79,754,Closed
905,Renee,Sarma,F,1979-03-07,Delhi,Kerala,Business,2016-03-30,Salary,367073.58,809,Active
906,Hridaan,Manda,O,1993-05-24,Hyderabad,Gujarat,Other,2025-05-09,Current,125041.55,704,Closed
907,Sahil,Chahal,F,1988-04-05,Bangalore,Meghalaya,Doctor,2024-12-26,Current,10576.95,770,No Loan
908,Bhavin,Dada,F,1957-05-07,Mumbai,Punjab,Doctor,2017-04-19,Fixed Deposit,69417.74,722,Closed
909,Eshani,Khare,M,1969-08-27,Chennai,Andhra Pradesh,Teacher,2016-02-07,Current,309855.15,312,Active
910,Zara,Bhattacharyya,O,1977-05-04,Hyderabad,Karnataka,Student,2019-03-11,Salary,7048.27,541,No Loan
911,Zaina,Uppal,F,2003-07-21,Ahmedabad,West Bengal,Engineer,2018-10-13,Savings,315020.1,637,Defaulted
912,Akarsh,Borah,M,1976-10-13,Chennai,Odisha,Other,2016-10-11,Salary,33243.72,463,Closed
913,Urvi,Bhakta,F,2002-09-20,Kolkata,West Bengal,Teacher,2018-03-05,Savings,186332.88,796,Defaulted
914,Devansh,Grover,F,1990-07-31,Hyderabad,Tamil Nadu,Student,2021-12-21,Fixed Deposit,274431.78,607,Defaulted
915,Khushi,Bedi,F,1999-10-28,Ahmedabad,Karnataka,Other,2022-06-30,Fixed Deposit,133743.62,809,Active
916,Himmat,Brar,O,1975-04-20,Bangalore,Telangana,Business,2021-04-02,Current,75874.28,526,Closed
917,Nehmat,Dutt,M,1984-06-29,Chennai,Goa,Doctor,2024-01-20,Current,188568.25,735,Closed
918,Rania,Walia,M,2002-11-21,Pune,Punjab,Student,2025-04-29,Savings,429923.05,320,Closed
919,Nitya,Raja,F,1979-01-17,Pune,Uttarakhand,Retired,2019-07-25,Savings,478154.87,404,No Loan
920,Ryan,Sha,O,1966-09-12,Ahmedabad,Tamil Nadu,Business,2022-03-15,Current,51972.62,419,Closed
921,Jayesh,Sethi,O,1974-10-22,Kolkata,Andhra Pradesh,Engineer,2017-12-06,Current,158388.04,428,Active
922,Vihaan,Varghese,M,2002-07-15,Bangalore,Tripura,Doctor,2025-07-05,Savings,404632.85,328,Closed
923,Jivin,Ramachandran,M,1993-05-19,Bangalore,Karnataka,Teacher,2016-04-25,Current,140404.49,541,No Loan
924,Navya,Mandal,O,1996-05-14,Mumbai,Bihar,Retired,2019-07-10,Salary,20174.75,531,Active
925,Shalv,Sharma,M,1988-07-12,Ahmedabad,Assam,Student,2018-02-26,Fixed Deposit,231277.25,499,No Loan
926,Samar,Chacko,M,1970-12-17,Hyderabad,Rajasthan,Other,2021-08-31,Fixed Deposit,114255.38,472,Closed
927,Alia,Ahluwalia,O,1960-10-20,Bangalore,Himachal Pradesh,Student,2021-06-23,Salary,75934.33,715,Closed
928,Rania,Bandi,O,1969-01-12,Pune,Kerala,Business,2020-01-04,Savings,494149.36,386,Closed
929,Saira,Acharya,F,1972-03-25,Kolkata,Arunachal Pradesh,Doctor,2017-08-08,Savings,340433.66,499,Active
930,Sana,Kadakia,M,1981-01-10,Kolkata,Goa,Other,2023-03-22,Current,43311.22,342,Active
931,Uthkarsh,Gill,M,1982-12-09,Ahmedabad,Nagaland,Student,2024-02-25,Savings,329858.73,734,Active
932,Anvi,Subramaniam,M,1980-04-22,Ahmedabad,West Bengal,Retired,2017-06-28,Current,36557.11,316,Active
933,Ishaan,Kara,O,1994-02-06,Kolkata,Assam,Student,2019-08-08,Fixed Deposit,478294.2,576,Defaulted
934,Akarsh,Dutta,M,1957-01-14,Kolkata,Himachal Pradesh,Doctor,2020-10-12,Fixed Deposit,194410.02,665,No Loan
935,Shlok,Chada,F,1961-11-21,Delhi,Madhya Pradesh,Business,2017-01-10,Current,495802.62,735,Defaulted
936,Ira,Yadav,F,1965-09-18,Hyderabad,Assam,Other,2017-01-15,Savings,387552.11,690,Defaulted
937,Renee,Aurora,O,1977-10-05,Kolkata,Maharashtra,Teacher,2023-12-23,Current,392137.5,790,Active
938,Mahika,Walia,O,1999-03-31,Mumbai,Maharashtra,Student,2018-07-28,Savings,206653.33,649,Active
939,Divyansh,Gandhi,F,1965-06-15,Hyderabad,Gujarat,Retired,2016-09-03,Salary,415436.69,819,No Loan
940,Rasha,Malhotra,F,1967-09-11,Delhi,Telangana,Doctor,2022-09-23,Fixed Deposit,133258.17,849,Defaulted
941,Prerak,Sahota,F,2004-06-09,Kolkata,Jharkhand,Student,2024-12-14,Salary,42226.21,667,Defaulted
942,Divit,Bakshi,O,1975-01-01,Kolkata,Madhya Pradesh,Other,2019-10-22,Current,483962.16,522,No Loan
943,Ayesha,Bose,O,1993-09-03,Ahmedabad,Arunachal Pradesh,Doctor,2025-02-11,Salary,391459.98,659,No Loan
944,Aaryahi,Bassi,F,1979-04-27,Chennai,Jharkhand,Student,2015-10-30,Salary,312707.12,762,No Loan
945,Krish,Bava,O,1999-10-25,Bangalore,Andhra Pradesh,Other,2023-12-08,Savings,103637.94,681,Closed
946,Navya,Dhingra,F,1968-11-05,Bangalore,Assam,Engineer,2018-09-02,Current,131095.94,468,No Loan
947,Ryan,Srinivasan,F,1986-12-28,Mumbai,Madhya Pradesh,Doctor,2017-09-23,Fixed Deposit,479953.43,418,Active
948,Nitara,Deo,M,1986-10-24,Bangalore,Assam,Business,2024-02-01,Fixed Deposit,21933.66,669,Active
949,Vidur,Chanda,M,1998-06-11,Chennai,Kerala,Doctor,2025-01-08,Salary,161785.54,787,Active
950,Kabir,Kapoor,O,1980-09-20,Mumbai,Arunachal Pradesh,Retired,2022-01-18,Fixed Deposit,57864.36,459,No Loan
951,Anahita,Deep,O,1972-09-06,Chennai,Haryana,Retired,2023-03-31,Savings,374288.52,587,Closed
952,Biju,Borra,O,1973-01-15,Ahmedabad,Tripura,Business,2025-05-13,Savings,308633.36,525,Closed
953,Dharmajan,Sami,O,2002-02-27,Chennai,Kerala,Doctor,2017-05-29,Savings,64919.78,572,Closed
954,Tanya,Raja,O,1991-08-11,Bangalore,Haryana,Retired,2022-10-22,Savings,464113.74,482,Defaulted
955,Vidur,Tank,M,1992-06-08,Mumbai,Mizoram,Doctor,2016-10-19,Savings,48410.84,787,Defaulted
956,Piya,Verma,F,1983-04-03,Pune,Meghalaya,Retired,2024-11-15,Fixed Deposit,216606.36,423,No Loan
957,Anika,Doctor,O,1993-09-26,Hyderabad,Assam,Student,2019-10-10,Savings,194937.75,713,Active
958,Damini,Mangal,M,1981-08-18,Chennai,Mizoram,Retired,2016-05-09,Salary,464230.45,471,Defaulted
959,Fateh,Shukla,F,1993-08-27,Hyderabad,Manipur,Student,2018-04-10,Current,99537.77,412,No Loan
960,Lakshit,Swamy,F,1966-07-12,Mumbai,Gujarat,Teacher,2018-08-10,Current,323259.6,421,No Loan
961,Aarna,Baral,O,1963-05-09,Delhi,Sikkim,Student,2016-06-28,Savings,408157.52,338,Defaulted
962,Mishti,Borah,F,1984-05-23,Delhi,Uttarakhand,Other,2019-03-14,Salary,423410.66,532,Defaulted
963,Samar,Seth,O,1995-04-04,Ahmedabad,Uttar Pradesh,Business,2020-02-25,Fixed Deposit,272464.27,448,Closed
964,Vidur,Mall,F,1959-04-29,Ahmedabad,Madhya Pradesh,Retired,2017-03-30,Fixed Deposit,377765.92,601,Active
965,Raghav,Lad,F,1992-05-01,Delhi,Manipur,Teacher,2021-04-24,Savings,364516.85,535,No Loan
966,Elakshi,Srinivas,O,1955-08-10,Hyderabad,Maharashtra,Retired,2025-10-05,Current,27875.25,555,Defaulted
967,Indrajit,Borah,F,1962-06-03,Pune,Odisha,Student,2022-10-25,Savings,272968.43,534,Defaulted
968,Tara,Bedi,M,1994-10-10,Chennai,Bihar,Engineer,2025-09-04,Fixed Deposit,135396.32,765,Defaulted
969,Vedika,Dhar,M,1993-01-20,Bangalore,West Bengal,Business,2017-06-25,Salary,54863.91,512,Defaulted
970,Zain,Deo,M,1991-03-20,Chennai,Madhya Pradesh,Doctor,2021-08-12,Current,363263.98,582,No Loan
971,Kaira,Ramanathan,O,1999-04-28,Hyderabad,Meghalaya,Doctor,2024-01-10,Current,482599.74,762,Defaulted
972,Raghav,Jaggi,M,1957-04-25,Hyderabad,Chhattisgarh,Doctor,2018-09-11,Current,253420.49,387,Defaulted
973,Armaan,Hora,M,1996-11-01,Delhi,Karnataka,Engineer,2022-08-07,Savings,171849.43,577,No Loan
974,Badal,Sharma,O,2001-10-02,Mumbai,Meghalaya,Other,2019-10-22,Savings,271576.37,652,No Loan
975,Akarsh,Ganguly,F,1973-01-15,Pune,Uttarakhand,Business,2022-02-06,Salary,254671.91,318,No Loan
976,Ranbir,Upadhyay,M,1975-05-22,Chennai,Meghalaya,Business,2021-01-20,Current,76633.12,329,Closed
977,Manikya,Bhavsar,M,2002-02-20,Kolkata,Jharkhand,Business,2017-06-08,Savings,436788.14,666,Defaulted
978,Urvi,Tella,F,2005-05-17,Bangalore,Karnataka,Business,2023-04-21,Savings,438692.08,528,No Loan
979,Lavanya,Roy,F,1973-02-05,Mumbai,Assam,Engineer,2022-11-08,Current,80875.75,661,No Loan
980,Lakshit,Tata,O,1967-07-22,Delhi,Maharashtra,Teacher,2023-04-12,Salary,279463.12,428,Defaulted
981,Tara,Kuruvilla,M,2005-03-09,Chennai,West Bengal,Doctor,2024-01-03,Salary,371114.32,814,No Loan
982,Drishya,Sule,O,1980-03-17,Pune,Goa,Teacher,2016-09-20,Current,495913.17,403,No Loan
983,Rhea,Kulkarni,F,1959-03-25,Hyderabad,Madhya Pradesh,Business,2021-01-21,Salary,97782.98,790,Defaulted
984,Jiya,Atwal,F,1963-12-30,Chennai,Goa,Business,2024-09-06,Current,156153.54,704,Closed
985,Bhavin,Dash,O,1967-11-19,Hyderabad,Arunachal Pradesh,Other,2019-03-07,Savings,366802.58,530,Defaulted
986,Taran,Sarraf,M,1985-10-29,Kolkata,Gujarat,Other,2016-08-16,Fixed Deposit,307874.14,365,Closed
987,Anahi,Krishnan,M,1973-05-29,Bangalore,Madhya Pradesh,Business,2022-01-11,Savings,178336.9,312,Closed
988,Pihu,Aurora,F,1998-01-02,Ahmedabad,Haryana,Doctor,2017-11-14,Salary,269809.14,533,No Loan
989,Kimaya,Kapoor,F,1980-02-10,Chennai,Goa,Student,2024-01-30,Savings,380734.39,311,No Loan
990,Ishita,Gill,M,1987-01-22,Bangalore,Kerala,Engineer,2025-09-30,Current,373121.16,313,Defaulted
991,Siya,Thakur,F,1965-11-22,Delhi,Tamil Nadu,Business,2020-03-01,Salary,375023.2,736,Defaulted
992,Aniruddh,Hans,F,1960-11-30,Pune,Arunachal Pradesh,Student,2020-08-12,Salary,184602.43,369,Defaulted
993,Vanya,Chhabra,M,1965-11-07,Kolkata,West Bengal,Engineer,2025-07-01,Salary,438448.73,400,Closed
994,Parinaaz,Chauhan,O,1969-10-29,Bangalore,Himachal Pradesh,Other,2019-08-05,Salary,63232.31,680,Defaulted
995,Drishya,Anne,F,1999-02-08,Ahmedabad,West Bengal,Other,2022-09-24,Fixed Deposit,322039.22,835,Active
996,Anika,Bhatti,F,2006-12-31,Chennai,Rajasthan,Business,2015-12-01,Current,109387.34,453,Closed
997,Mamooty,Date,O,1966-07-20,Pune,Punjab,Business,2015-11-28,Fixed Deposit,196371.32,768,Active
998,Aarna,Wason,M,1975-07-21,Bangalore,Madhya Pradesh,Teacher,2020-06-13,Current,1938.06,704,Defaulted
999,Ojas,Chopra,F,1978-06-30,Chennai,Manipur,Retired,2023-07-29,Salary,15506.62,487,No Loan
1000,Misha,Issac,F,1975-04-29,Ahmedabad,Odisha,Other,2024-08-15,Salary,397304.47,319,No Loan
1001,Diya,Saini,F,1961-09-22,Bangalore,Uttarakhand,Doctor,2015-11-21,Savings,201761.24,815,Closed
1002,Neelofar,Rajan,O,1980-03-25,Hyderabad,Punjab,Retired,2025-04-25,Salary,255544.75,814,Active
1003,Piya,Bhagat,M,1973-12-31,Bangalore,Meghalaya,Business,2020-11-03,Savings,33361.94,635,Active
1004,Raghav,Reddy,M,1959-02-09,Ahmedabad,Karnataka,Student,2021-06-26,Savings,113493.94,799,Active
1005,Neysa,Sawhney,F,1973-08-10,Delhi,Rajasthan,Engineer,2020-03-16,Salary,280769.39,835,Closed
1006,Indrajit,Kuruvilla,M,1975-02-05,Kolkata,Tripura,Teacher,2018-12-20,Current,338557.5,458,Closed
1007,Zara,Varty,O,1971-02-12,Chennai,Uttar Pradesh,Business,2016-09-23,Current,12443.47,618,Closed
1008,Nitara,Dutta,O,1995-08-06,Bangalore,Sikkim,Engineer,2022-08-21,Savings,39452.08,705,Defaulted
1009,Neysa,Kothari,F,1964-04-14,Ahmedabad,Jharkhand,Business,2016-03-13,Salary,348012.41,375,No Loan
1010,Yuvaan,Hari,M,1972-06-02,Bangalore,Telangana,Student,2022-11-19,Fixed Deposit,392663.59,416,No Loan
1011,Rhea,Mangal,O,1957-03-02,Chennai,Uttarakhand,Teacher,2025-09-06,Fixed Deposit,394518.87,318,Closed
1012,Samaira,Saxena,M,1967-09-09,Ahmedabad,Haryana,Teacher,2021-08-08,Salary,220659.3,649,No Loan
1013,Navya,Srinivasan,F,2001-06-20,Bangalore,Meghalaya,Teacher,2024-11-10,Savings,164768.18,482,Active
1014,Dishani,Doctor,O,2000-06-26,Bangalore,West Bengal,Teacher,2021-11-11,Salary,118692.94,412,No Loan
1015,Jivin,Din,O,1966-05-02,Mumbai,Bihar,Retired,2025-04-05,Fixed Deposit,299514.42,602,No Loan
1016,Seher,Dayal,F,1986-10-20,Mumbai,Telangana,Other,2017-12-10,Fixed Deposit,499175.41,417,Defaulted
1017,Pihu,Yogi,O,1992-10-21,Hyderabad,Karnataka,Other,2018-11-17,Savings,321640.03,700,Defaulted
1018,Madhup,Goel,M,1999-04-20,Kolkata,Haryana,Student,2017-04-13,Fixed Deposit,319139.08,346,No Loan
1019,Aaina,Subramaniam,M,2005-05-29,Bangalore,Karnataka,Retired,2020-12-27,Fixed Deposit,60049.76,377,No Loan
1020,Keya,Din,M,1980-01-22,Chennai,Manipur,Engineer,2020-03-13,Fixed Deposit,373862.57,436,Closed
1021,Baiju,Verma,O,1962-10-12,Chennai,Rajasthan,Teacher,2023-10-08,Salary,475206.06,804,No Loan
1022,Miraya,Banik,M,1994-06-23,Delhi,Meghalaya,Doctor,2025-08-20,Current,283209.43,437,Defaulted
1023,Fateh,Vig,M,1968-01-02,Ahmedabad,Sikkim,Student,2024-04-11,Fixed Deposit,167921.13,553,Defaulted
1024,Rohan,Jhaveri,O,1980-09-26,Ahmedabad,Arunachal Pradesh,Doctor,2024-10-11,Salary,293653.07,725,Active
1025,Krish,Garg,M,1965-01-09,Mumbai,Maharashtra,Student,2018-02-06,Savings,426511.28,648,Closed
1026,Hridaan,Dugar,M,1993-07-06,Chennai,West Bengal,Teacher,2023-07-20,Current,231404.67,348,No Loan
1027,Vanya,Baria,O,2003-06-20,Mumbai,Meghalaya,Doctor,2018-10-31,Savings,218155.02,560,Closed
1028,Saksham,Ravel,M,1977-05-26,Ahmedabad,Arunachal Pradesh,Doctor,2018-10-09,Salary,353303.48,559,No Loan
1029,Raghav,Cheema,F,1955-02-01,Ahmedabad,Tripura,Teacher,2023-06-15,Fixed Deposit,25871.17,594,Active
1030,Kashvi,Singhal,F,2007-05-28,Delhi,Goa,Other,2018-08-19,Current,248734.12,612,Active
1031,Hansh,Rana,F,1988-01-30,Kolkata,Maharashtra,Engineer,2017-04-06,Fixed Deposit,4507.57,481,Closed
1032,Yuvaan,Kala,M,1997-11-15,Chennai,Meghalaya,Other,2023-01-26,Fixed Deposit,113386.63,663,Active
1033,Armaan,Loke,M,1980-11-06,Hyderabad,Gujarat,Business,2015-11-05,Fixed Deposit,68541.69,842,Closed
1034,Abram,Walla,O,2004-06-26,Mumbai,Karnataka,Doctor,2022-02-10,Fixed Deposit,461388.91,847,Active
1035,Kanav,Andra,O,2006-04-08,Hyderabad,Sikkim,Business,2024-10-18,Fixed Deposit,7687.91,707,Defaulted
1036,Mamooty,Saran,F,1955-01-17,Bangalore,Kerala,Retired,2019-12-31,Savings,29470.31,713,Active
1037,Ehsaan,Handa,F,1976-01-02,Ahmedabad,Mizoram,Retired,2017-12-16,Salary,19107.52,462,Closed
1038,Ivan,Bali,F,1994-10-28,Mumbai,Uttarakhand,Other,2020-12-21,Current,138530.56,569,Active
1039,Riaan,Kari,M,1957-11-16,Kolkata,Telangana,Teacher,2020-11-01,Savings,125523.55,699,Closed
1040,Shayak,Kalla,F,1990-03-03,Delhi,Sikkim,Business,2024-09-05,Current,379939.73,504,Active
1041,Ayesha,Gola,M,1963-11-14,Ahmedabad,Tripura,Retired,2021-08-05,Current,134801.37,527,Defaulted
1042,Zoya,Jaggi,M,1967-08-03,Hyderabad,Andhra Pradesh,Doctor,2018-07-27,Fixed Deposit,17773.19,549,Active
1043,Samiha,Bhatti,O,1970-04-23,Pune,Gujarat,Other,2019-07-31,Savings,281434.43,832,Active
1044,Khushi,Krishnan,F,2004-09-19,Bangalore,Goa,Retired,2016-02-20,Savings,266677.92,818,Closed
1045,Riya,Sachdev,F,1963-02-23,Hyderabad,Uttar Pradesh,Teacher,2021-12-31,Salary,44125.88,698,No Loan
1046,Navya,Datta,O,1957-04-22,Hyderabad,Tripura,Engineer,2022-02-23,Fixed Deposit,11889.87,502,Defaulted
1047,Kimaya,Bajwa,O,1991-02-25,Bangalore,Sikkim,Teacher,2016-08-03,Savings,481733.82,498,No Loan
