customer_id,first_name,last_name,gender,dob,city,state,occupation,account_open_date,account_type,balance,credit_score,loan_status,loan_id,loan_type,loan_amount,interest_rate,tenure_months,start_date,end_date,status_loan,transaction_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
494,Mishti,Doshi,M,1973-06-10,Ahmedabad,Punjab,Doctor,2017-11-22,Savings,287073.89,700,Active,,,,,,,,,23422,2023-10-11 00:51:06,Withdrawal,17268.15,ATM,,Success
495,Damini,Rege,M,1991-01-25,Mumbai,Goa,Other,2017-05-09,Savings,209966.49,775,No Loan,,,,,,,,,4932,2023-12-14 08:33:27,Withdrawal,5957.09,Branch,,Success
496,Indrans,Chada,M,1995-01-14,Hyderabad,Sikkim,Engineer,2025-08-23,Current,385684.78,429,Active,,,,,,,,,4177,2024-05-12 08:34:52,Deposit,1057.31,UPI,,Success
497,Jivika,Bail,M,1997-04-05,Ahmedabad,Uttarakhand,Teacher,2021-07-04,Savings,83975.4,662,No Loan,,,,,,,,,37375,2025-04-26 03:10:12,Deposit,3968.92,Branch,,Success
498,Azad,Rege,O,1956-09-11,Ahmedabad,Tripura,Engineer,2017-02-22,Savings,93001.09,591,No Loan,,,,,,,,,15619,2024-04-06 06:02:07,Transfer,1379.45,UPI,Electricity Board,Failed
499,Nehmat,Cheema,M,1994-01-05,Mumbai,Tripura,Student,2020-04-07,Salary,385721.98,328,Defaulted,,,,,,,,,19420,2024-08-12 23:29:55,Deposit,5276.63,Online,,Success
500,Miraya,Reddy,M,1993-09-12,Kolkata,Andhra Pradesh,Other,2022-11-07,Current,195258.51,595,Active,,,,,,,,,44557,2025-03-24 17:52:11,Deposit,6868.09,UPI,,Success
501,Riaan,Rege,M,1988-08-27,Bangalore,Jharkhand,Doctor,2025-01-17,Current,219159.5,412,Defaulted,,,,,,,,,4379,2025-03-31 01:40:58,Withdrawal,6204.19,UPI,,Success
502,Zara,Swamy,F,1987-08-18,Chennai,Sikkim,Other,2019-12-06,Fixed Deposit,361044.9,526,Active,,,,,,,,,43554,2024-02-29 16:10:17,Withdrawal,2823.62,ATM,,Success
503,Amani,Bansal,F,1982-05-26,Kolkata,Tamil Nadu,Business,2020-10-28,Current,474704.09,354,Closed,435.0,Business,317965.32,11.27,120.0,2023-09-13,2033-09-13,Defaulted,33223,2024-01-21 16:06:18,Deposit,3006.47,UPI,,Success
504,Advika,Johal,F,1958-11-04,Delhi,Meghalaya,Retired,2018-06-15,Savings,332171.91,705,Active,539.0,Car,3896947.92,8.33,48.0,2021-09-27,2025-09-27,Active,43773,2025-08-19 22:28:05,Deposit,18401.93,Online,,Success
505,Shlok,Raman,F,1986-05-15,Kolkata,Chhattisgarh,Business,2019-03-27,Fixed Deposit,366553.48,588,Active,,,,,,,,,3426,2024-11-03 13:34:28,Deposit,9054.49,Branch,,Success
506,Sana,Vasa,O,1976-01-14,Mumbai,Kerala,Retired,2021-03-13,Current,135685.7,447,Active,,,,,,,,,16446,2024-11-20 20:22:40,Bill Payment,4500.43,ATM,BigBasket,Success
507,Tara,Goyal,F,1981-11-24,Kolkata,Mizoram,Retired,2017-12-27,Salary,81844.93,543,Active,,,,,,,,,5706,2024-08-19 20:20:43,Deposit,4001.56,Online,,Success
508,Samar,Dara,O,1992-12-25,Mumbai,Manipur,Doctor,2017-07-27,Current,26661.48,806,No Loan,,,,,,,,,11916,2025-10-04 05:58:10,Withdrawal,10171.44,ATM,,Success
509,Alisha,Dasgupta,F,1963-02-07,Mumbai,Chhattisgarh,Engineer,2020-04-25,Salary,298824.58,781,Active,422.0,Education,2588768.88,12.2,24.0,2020-11-11,2022-11-11,Closed,47525,2025-04-09 19:38:55,Deposit,16522.75,Online,,Success
510,Riaan,Handa,M,1961-05-09,Pune,West Bengal,Engineer,2016-08-16,Current,312042.94,749,Closed,,,,,,,,,49673,2025-02-18 00:33:23,Deposit,20266.02,UPI,,Success
511,Nishith,Verma,O,1996-08-22,Kolkata,Goa,Engineer,2022-11-17,Salary,54192.53,595,Closed,,,,,,,,,44897,2025-02-15 00:40:51,Withdrawal,21506.25,Online,,Success
512,Saira,Dugar,O,1977-01-17,Hyderabad,Gujarat,Student,2025-08-04,Fixed Deposit,364366.19,516,Defaulted,,,,,,,,,39109,2024-02-06 01:33:11,Deposit,16966.94,Online,,Success
513,Charvi,Kurian,F,2006-09-11,Bangalore,Manipur,Other,2018-06-23,Savings,352757.85,341,Defaulted,,,,,,,,,38427,2024-01-07 01:07:48,Deposit,1248.19,UPI,,Success
514,Charvi,Apte,M,1988-09-14,Delhi,Assam,Business,2021-01-05,Current,230381.07,430,Active,298.0,Personal,465808.49,11.95,120.0,2025-02-28,2035-02-28,Closed,44851,2024-02-05 06:52:56,Transfer,70494.89,ATM,IRCTC,Success
515,Amira,Dara,F,1981-07-11,Kolkata,Gujarat,Other,2024-05-12,Salary,39804.91,407,Active,,,,,,,,,10095,2024-05-23 02:37:06,Transfer,6087.05,ATM,IRCTC,Success
516,Badal,Bakshi,O,1994-06-18,Chennai,Jharkhand,Other,2021-10-07,Fixed Deposit,347653.54,777,No Loan,,,,,,,,,49060,2024-09-21 08:27:45,Deposit,262.02,UPI,,Success
517,Reyansh,Loyal,M,1988-06-10,Pune,Andhra Pradesh,Student,2023-10-09,Fixed Deposit,3621.66,823,No Loan,,,,,,,,,12941,2023-11-27 22:53:45,Deposit,10577.2,Online,,Success
518,Himmat,Wadhwa,M,1962-01-29,Kolkata,Himachal Pradesh,Engineer,2023-02-04,Salary,181125.97,343,Closed,,,,,,,,,26615,2024-02-27 03:47:53,Withdrawal,3788.84,Online,,Success
519,Tarini,Jaggi,O,2004-04-09,Delhi,Kerala,Engineer,2021-12-26,Salary,403907.7,316,Closed,,,,,,,,,44463,2024-01-19 03:07:56,Transfer,3868.82,ATM,Reliance,Success
520,Baiju,Mane,F,1957-11-04,Bangalore,Nagaland,Retired,2022-07-31,Fixed Deposit,475168.44,796,Defaulted,843.0,Car,4320236.65,9.64,84.0,2024-10-12,2031-10-12,Closed,11382,2024-05-19 01:13:15,Withdrawal,5570.52,Branch,,Success
521,Ishita,Dhawan,F,1968-01-05,Delhi,Assam,Engineer,2021-12-06,Savings,93381.33,617,Defaulted,154.0,Home,4881594.45,14.16,120.0,2025-09-17,2035-09-17,Active,20597,2025-03-03 19:13:19,Withdrawal,1955.7,UPI,,Success
522,Alisha,Singhal,F,1981-01-20,Pune,Nagaland,Other,2024-05-05,Salary,479127.23,638,Active,,,,,,,,,40616,2023-12-07 14:04:44,Transfer,2498.26,UPI,Amazon,Success
523,Gokul,Bava,M,1973-10-19,Delhi,Madhya Pradesh,Doctor,2017-10-14,Fixed Deposit,366380.22,380,No Loan,,,,,,,,,17199,2024-06-25 17:57:29,Bill Payment,6721.73,Branch,Gas Supplier,Success
524,Ivana,Goswami,O,1980-02-28,Kolkata,Tripura,Engineer,2021-07-14,Savings,329732.9,673,Active,,,,,,,,,1560,2025-03-02 12:58:31,Withdrawal,693.58,UPI,,Success
525,Lavanya,Kumar,F,1964-07-31,Delhi,Madhya Pradesh,Student,2019-02-24,Salary,318978.56,499,No Loan,1933.0,Home,461927.63,13.82,120.0,2023-05-25,2033-05-25,Defaulted,41556,2024-05-04 23:32:37,Transfer,6233.23,UPI,Electricity Board,Success
526,Azad,Bahl,M,1988-10-17,Chennai,Chhattisgarh,Business,2016-06-13,Fixed Deposit,125584.34,388,Active,,,,,,,,,26350,2024-06-19 19:53:39,Deposit,16397.2,Branch,,Success
527,Zaina,Khalsa,O,2003-04-29,Hyderabad,Mizoram,Student,2021-06-06,Current,323685.79,788,No Loan,,,,,,,,,829,2023-11-22 13:34:27,Deposit,7282.75,UPI,,Success
528,Mahika,Warrior,M,1985-11-11,Bangalore,Mizoram,Teacher,2018-04-19,Salary,472085.61,346,Defaulted,1035.0,Car,2402375.96,10.09,24.0,2023-08-29,2025-08-29,Active,27753,2025-01-18 12:59:39,Withdrawal,1130.7,UPI,,Success
528,Mahika,Warrior,M,1985-11-11,Bangalore,Mizoram,Teacher,2018-04-19,Salary,472085.61,346,Defaulted,1300.0,Business,543826.87,12.71,60.0,2021-03-01,2026-03-01,Closed,27753,2025-01-18 12:59:39,Withdrawal,1130.7,UPI,,Success
528,Mahika,Warrior,M,1985-11-11,Bangalore,Mizoram,Teacher,2018-04-19,Salary,472085.61,346,Defaulted,1918.0,Car,3559322.91,8.31,120.0,2021-12-15,2031-12-15,Closed,27753,2025-01-18 12:59:39,Withdrawal,1130.7,UPI,,Success
529,Manjari,Dutta,F,1964-04-11,Bangalore,Goa,Engineer,2021-05-05,Current,23038.55,315,No Loan,,,,,,,,,24725,2024-07-16 11:59:08,Withdrawal,1405.67,UPI,,Success
530,Kiara,Ganguly,F,1981-07-03,Kolkata,Mizoram,Teacher,2020-11-08,Fixed Deposit,462698.91,385,Active,1343.0,Education,1010566.71,11.75,120.0,2022-01-17,2032-01-17,Closed,10199,2024-01-22 12:02:18,Withdrawal,17888.74,UPI,,Success
531,Ayesha,Sathe,F,1989-06-14,Chennai,Odisha,Doctor,2024-10-26,Fixed Deposit,457828.66,634,Closed,,,,,,,,,364,2024-06-08 22:49:43,Transfer,6531.05,UPI,Amazon,Success
532,Advik,Gour,F,1975-03-02,Delhi,Karnataka,Doctor,2023-11-04,Salary,349012.71,436,Active,328.0,Car,994506.98,10.92,60.0,2021-09-15,2026-09-15,Closed,45329,2023-11-22 03:04:38,Bill Payment,7591.93,ATM,PayTM,Success
533,Zeeshan,Manne,F,2000-08-13,Pune,Jharkhand,Other,2017-08-18,Fixed Deposit,97106.91,797,Defaulted,1210.0,Education,1094639.73,7.09,60.0,2025-06-12,2030-06-12,Active,22207,2023-11-22 09:41:46,Deposit,15112.93,ATM,,Failed
534,Kimaya,Khalsa,F,2004-02-15,Pune,Himachal Pradesh,Business,2016-03-20,Current,211459.57,776,Defaulted,,,,,,,,,39710,2023-10-30 21:24:16,Transfer,2520.17,Branch,Reliance,Success
535,Kashvi,Comar,F,1999-05-18,Hyderabad,Telangana,Business,2025-08-09,Salary,237632.89,671,Closed,,,,,,,,,32007,2025-02-28 06:54:56,Bill Payment,20576.65,ATM,Reliance,Pending
536,Anvi,Chada,F,1958-04-05,Pune,Mizoram,Teacher,2025-09-09,Fixed Deposit,422430.15,701,Closed,,,,,,,,,46258,2024-01-16 17:15:25,Deposit,7806.1,Branch,,Success
537,Hunar,Tara,F,1997-07-27,Kolkata,Sikkim,Teacher,2022-03-26,Fixed Deposit,261694.85,572,Defaulted,,,,,,,,,44487,2024-06-23 22:29:53,Transfer,19241.41,Online,Reliance,Success
538,Kaira,Sarma,M,1971-03-31,Hyderabad,Bihar,Student,2016-04-20,Current,325433.51,451,Active,,,,,,,,,15736,2023-10-16 05:27:48,Deposit,6603.96,UPI,,Pending
539,Advika,Dugar,O,1967-09-30,Ahmedabad,Maharashtra,Retired,2016-02-01,Current,115774.41,487,No Loan,1631.0,Car,1823919.78,10.02,60.0,2022-08-13,2027-08-13,Defaulted,26563,2024-05-30 00:07:50,Transfer,13847.16,Branch,Amazon,Success
540,Prisha,Chaudry,F,1965-01-25,Delhi,Maharashtra,Other,2022-10-16,Fixed Deposit,241049.88,430,No Loan,,,,,,,,,32841,2024-11-03 10:46:37,Withdrawal,1792.26,ATM,,Success
541,Sara,Seth,M,1988-11-29,Chennai,Arunachal Pradesh,Doctor,2023-10-15,Salary,348448.1,482,Closed,,,,,,,,,33148,2025-03-01 11:44:14,Deposit,2216.29,UPI,,Success
542,Ela,Chawla,O,2002-10-17,Kolkata,Nagaland,Other,2018-02-11,Fixed Deposit,202838.24,338,Active,314.0,Personal,85738.74,9.03,60.0,2022-03-27,2027-03-27,Closed,44505,2024-11-21 11:55:16,Transfer,1706.53,UPI,Reliance,Success
543,Eshani,Guha,F,1976-11-19,Ahmedabad,Karnataka,Student,2023-11-26,Fixed Deposit,158329.88,796,No Loan,162.0,Business,1502278.89,6.77,120.0,2023-06-03,2033-06-03,Closed,23447,2025-08-03 07:42:26,Transfer,6957.56,UPI,Amazon,Success
543,Eshani,Guha,F,1976-11-19,Ahmedabad,Karnataka,Student,2023-11-26,Fixed Deposit,158329.88,796,No Loan,1938.0,Business,1555703.26,10.25,36.0,2023-09-20,2026-09-20,Defaulted,23447,2025-08-03 07:42:26,Transfer,6957.56,UPI,Amazon,Success
544,Hazel,Garg,O,1966-07-20,Mumbai,Nagaland,Other,2023-08-02,Salary,269662.34,696,Active,253.0,Car,2315277.78,10.65,84.0,2022-12-16,2029-12-16,Active,4918,2024-05-10 15:12:06,Deposit,11462.93,Online,,Success
544,Hazel,Garg,O,1966-07-20,Mumbai,Nagaland,Other,2023-08-02,Salary,269662.34,696,Active,370.0,Education,1018548.16,14.28,60.0,2022-01-01,2027-01-01,Closed,4918,2024-05-10 15:12:06,Deposit,11462.93,Online,,Success
545,Manjari,Khurana,M,1978-11-15,Hyderabad,Gujarat,Retired,2020-04-05,Salary,313319.8,315,Closed,457.0,Business,4514099.67,7.52,84.0,2022-10-24,2029-10-24,Closed,35894,2023-11-13 22:55:29,Withdrawal,5160.29,UPI,,Success
546,Ivana,Dixit,O,1971-07-17,Mumbai,Haryana,Student,2020-07-05,Fixed Deposit,213981.71,407,Defaulted,,,,,,,,,36531,2025-03-21 00:10:32,Transfer,2294.46,Online,Electricity Board,Failed
547,Renee,Chawla,F,1975-01-07,Delhi,Tamil Nadu,Engineer,2020-09-05,Savings,117246.78,610,Defaulted,517.0,Education,2415558.77,12.32,12.0,2025-02-21,2026-02-21,Closed,5870,2025-01-26 04:31:26,Bill Payment,5105.69,Branch,Amazon,Success
547,Renee,Chawla,F,1975-01-07,Delhi,Tamil Nadu,Engineer,2020-09-05,Savings,117246.78,610,Defaulted,1019.0,Education,2502770.43,7.35,60.0,2025-01-26,2030-01-26,Closed,5870,2025-01-26 04:31:26,Bill Payment,5105.69,Branch,Amazon,Success
548,Samar,Khatri,M,2002-09-27,Hyderabad,Kerala,Business,2024-01-31,Salary,231509.48,845,No Loan,761.0,Business,4951449.36,7.23,72.0,2025-01-16,2031-01-16,Closed,22862,2024-10-26 21:38:03,Bill Payment,13378.01,Online,Reliance,Success
549,Reyansh,Bhat,F,1992-11-26,Bangalore,Odisha,Teacher,2020-06-01,Savings,11613.44,440,No Loan,1465.0,Education,2157519.99,7.1,48.0,2025-10-03,2029-10-03,Defaulted,48224,2024-08-08 22:39:11,Deposit,448.4,UPI,,Success
550,Vaibhav,Wason,M,2000-10-22,Chennai,Madhya Pradesh,Business,2025-01-02,Savings,192597.98,338,Active,,,,,,,,,17654,2025-04-18 20:46:20,Transfer,7690.58,UPI,PhonePe,Success
551,Riaan,Bail,O,1978-04-02,Bangalore,Jharkhand,Teacher,2018-04-04,Salary,5733.23,328,Defaulted,,,,,,,,,30521,2024-02-14 14:48:33,Deposit,301.36,Online,,Success
552,Shray,Kant,F,2003-05-13,Hyderabad,Rajasthan,Student,2017-02-09,Fixed Deposit,383826.96,776,Defaulted,638.0,Car,150385.87,11.48,36.0,2025-04-03,2028-04-03,Active,21684,2024-05-09 15:35:30,Deposit,1895.94,Online,,Success
553,Lakshit,Chaudhuri,F,1972-03-19,Delhi,Uttarakhand,Business,2023-11-30,Fixed Deposit,19760.79,571,Defaulted,,,,,,,,,32574,2024-09-16 12:54:21,Deposit,12266.73,ATM,,Success
554,Jhanvi,Sarin,M,1991-06-01,Chennai,Himachal Pradesh,Engineer,2020-05-17,Savings,436964.88,538,Active,,,,,,,,,4447,2024-07-22 20:11:14,Deposit,8612.89,ATM,,Failed
555,Mannat,Shanker,F,1964-02-08,Delhi,Odisha,Retired,2017-08-15,Current,199745.4,658,Closed,1890.0,Car,3786912.08,8.32,48.0,2022-05-14,2026-05-14,Closed,39533,2024-02-24 12:42:23,Deposit,23697.02,UPI,,Success
556,Badal,Sami,O,1971-01-18,Bangalore,Mizoram,Student,2019-11-21,Current,261737.08,302,Defaulted,1176.0,Car,3140237.48,7.08,60.0,2021-09-26,2026-09-26,Defaulted,47393,2024-02-06 11:03:19,Transfer,7913.37,UPI,BigBasket,Success
557,Baiju,Bedi,O,1970-02-14,Kolkata,Maharashtra,Business,2019-09-22,Current,234188.07,675,No Loan,,,,,,,,,19468,2024-12-06 18:13:15,Deposit,840.47,UPI,,Success
558,Divyansh,Sangha,O,1977-03-29,Bangalore,Tripura,Doctor,2023-10-20,Fixed Deposit,144332.26,623,No Loan,,,,,,,,,40092,2024-02-12 08:40:25,Deposit,9277.05,UPI,,Success
559,Ira,Brar,M,1964-02-13,Hyderabad,Maharashtra,Business,2015-11-08,Fixed Deposit,358061.1,592,No Loan,655.0,Personal,3358385.48,12.42,12.0,2022-04-20,2023-04-20,Active,1437,2024-03-14 14:57:30,Transfer,5862.56,ATM,Electricity Board,Pending
560,Anvi,Sachdev,M,1999-03-12,Hyderabad,Gujarat,Doctor,2023-11-09,Salary,22004.5,698,Active,,,,,,,,,40173,2025-05-29 12:34:26,Deposit,1087.16,ATM,,Success
561,Samarth,Dhar,O,2006-03-16,Delhi,Rajasthan,Other,2020-08-25,Current,192779.0,643,Defaulted,1679.0,Home,4341024.23,14.13,120.0,2025-01-29,2035-01-29,Closed,16838,2024-11-18 11:38:56,Transfer,2117.57,Branch,Water Board,Success
561,Samarth,Dhar,O,2006-03-16,Delhi,Rajasthan,Other,2020-08-25,Current,192779.0,643,Defaulted,1719.0,Education,1542053.31,8.11,72.0,2024-10-31,2030-10-31,Active,16838,2024-11-18 11:38:56,Transfer,2117.57,Branch,Water Board,Success
562,Nehmat,Mangat,F,1958-10-16,Hyderabad,Haryana,Business,2017-04-14,Savings,63094.34,486,Defaulted,,,,,,,,,36999,2025-05-16 02:50:32,Bill Payment,11451.31,Branch,Water Board,Success
563,Jayant,Joshi,O,1991-03-08,Ahmedabad,Uttarakhand,Student,2016-05-25,Salary,475030.63,360,No Loan,,,,,,,,,9212,2024-11-04 16:33:06,Deposit,9513.39,ATM,,Success
564,Vivaan,Subramaniam,O,1966-09-23,Kolkata,Meghalaya,Student,2016-05-19,Savings,130232.34,679,Defaulted,921.0,Car,4210652.61,13.57,36.0,2022-02-13,2025-02-13,Closed,4584,2025-06-18 21:07:35,Withdrawal,12076.6,Branch,,Success
565,Armaan,Agrawal,F,1967-06-11,Ahmedabad,Jharkhand,Student,2020-09-08,Current,209372.81,739,Defaulted,,,,,,,,,33376,2024-03-17 18:41:19,Bill Payment,10642.45,Branch,PhonePe,Success
566,Shamik,Dhar,O,1993-05-31,Delhi,Manipur,Retired,2017-08-03,Current,442215.29,643,Defaulted,,,,,,,,,23280,2024-10-14 01:13:43,Deposit,4427.27,ATM,,Success
567,Eshani,Koshy,M,1998-05-28,Hyderabad,Chhattisgarh,Teacher,2025-01-02,Savings,234233.35,525,Closed,1795.0,Car,1502718.96,8.19,12.0,2021-02-22,2022-02-22,Active,9704,2025-01-20 03:10:59,Withdrawal,2184.06,Online,,Failed
568,Purab,Char,F,1989-01-28,Bangalore,Uttar Pradesh,Student,2023-09-23,Fixed Deposit,84349.94,609,No Loan,,,,,,,,,38468,2024-09-08 18:19:21,Withdrawal,16650.47,ATM,,Success
569,Ishaan,Setty,O,1962-06-06,Bangalore,Manipur,Student,2021-05-22,Fixed Deposit,304260.66,792,No Loan,,,,,,,,,13488,2024-12-24 15:02:16,Deposit,13413.05,ATM,,Pending
570,Saanvi,Chander,M,1998-11-18,Ahmedabad,Andhra Pradesh,Retired,2020-02-21,Current,61049.04,406,Closed,,,,,,,,,21722,2025-05-07 09:22:59,Deposit,321.81,Online,,Success
571,Vritika,Divan,F,2004-11-21,Chennai,Odisha,Doctor,2021-07-01,Current,89087.49,517,Defaulted,692.0,Home,1962757.03,9.75,72.0,2024-11-25,2030-11-25,Active,44257,2023-11-29 01:14:52,Transfer,41037.46,ATM,Amazon,Success
572,Jayant,Ramaswamy,F,2000-08-28,Mumbai,West Bengal,Other,2019-01-19,Salary,19329.24,805,Active,,,,,,,,,15626,2024-04-08 16:52:29,Deposit,6547.56,UPI,,Success
573,Aaryahi,Kurian,F,1998-03-25,Bangalore,Karnataka,Doctor,2022-08-30,Fixed Deposit,390012.65,816,No Loan,,,,,,,,,33324,2024-01-07 17:26:40,Withdrawal,19361.61,UPI,,Success
574,Oorja,Batta,F,1960-08-31,Ahmedabad,Goa,Business,2022-08-01,Fixed Deposit,29863.5,346,No Loan,,,,,,,,,8116,2024-12-27 20:38:03,Transfer,35534.91,Branch,Amazon,Success
575,Samarth,Dash,M,1964-05-01,Delhi,Andhra Pradesh,Student,2023-11-20,Savings,108945.69,820,Closed,,,,,,,,,7263,2024-11-09 01:06:12,Withdrawal,3926.89,Branch,,Success
576,Miraan,Kapoor,F,1972-07-05,Mumbai,Tripura,Teacher,2022-04-16,Current,463948.39,789,Defaulted,,,,,,,,,33404,2023-12-29 04:15:20,Withdrawal,5993.74,Branch,,Failed
577,Romil,Manne,M,1972-12-07,Ahmedabad,Telangana,Student,2021-05-16,Fixed Deposit,258108.71,361,Active,,,,,,,,,5019,2024-02-20 13:59:04,Deposit,9246.02,Online,,Success
578,Pranay,Sachdeva,O,1993-09-30,Delhi,Kerala,Teacher,2015-12-17,Salary,498171.55,302,Active,1771.0,Education,4586518.33,11.52,48.0,2023-05-11,2027-05-11,Active,28260,2024-03-06 08:07:41,Bill Payment,284.25,Online,Reliance,Pending
579,Biju,Sama,O,2001-11-27,Ahmedabad,Bihar,Student,2019-10-14,Current,408100.73,419,No Loan,1058.0,Car,3406398.87,8.87,12.0,2024-10-28,2025-10-28,Closed,39202,2024-07-12 00:13:44,Deposit,13276.36,Online,,Success
580,Indranil,Jain,M,1986-06-08,Hyderabad,Sikkim,Teacher,2020-12-25,Savings,374187.93,388,No Loan,,,,,,,,,47083,2024-04-05 15:50:09,Transfer,3110.86,Online,Reliance,Success
581,Prisha,Bhargava,F,1988-12-17,Pune,Rajasthan,Other,2021-01-20,Savings,296877.03,656,No Loan,1806.0,Education,1619515.16,10.82,12.0,2023-01-15,2024-01-15,Active,42858,2024-08-30 07:15:50,Deposit,2675.65,ATM,,Success
582,Mannat,Choudhry,M,1974-11-04,Hyderabad,Haryana,Doctor,2022-01-06,Salary,46651.93,622,No Loan,1000.0,Business,3985946.58,12.75,24.0,2021-04-28,2023-04-28,Active,40121,2024-10-10 06:58:33,Deposit,3042.17,Branch,,Success
583,Indrans,Karan,M,1963-11-08,Bangalore,Telangana,Other,2023-11-25,Current,137206.73,840,Closed,,,,,,,,,38267,2025-02-02 20:32:27,Deposit,15193.42,Online,,Success
584,Zeeshan,Sarna,M,1995-12-26,Pune,Nagaland,Student,2022-02-13,Salary,444485.29,631,Closed,,,,,,,,,18590,2024-09-21 01:13:18,Deposit,1198.53,Branch,,Success
585,Zaina,Salvi,F,1986-10-21,Chennai,Uttarakhand,Teacher,2024-11-28,Salary,18675.76,762,Active,,,,,,,,,35695,2024-07-06 01:09:06,Bill Payment,1696.66,ATM,Gas Supplier,Success
586,Pihu,Shroff,M,1969-08-17,Kolkata,Punjab,Engineer,2019-12-22,Salary,327965.75,560,Closed,,,,,,,,,36655,2025-08-10 23:45:16,Deposit,9653.81,Online,,Success
587,Alia,Lalla,O,1960-05-02,Bangalore,Tamil Nadu,Doctor,2024-09-14,Current,367871.11,525,Defaulted,,,,,,,,,5301,2024-12-17 12:58:16,Deposit,17112.53,Online,,Success
588,Jivika,Bhalla,M,1979-05-21,Kolkata,Arunachal Pradesh,Business,2017-02-03,Current,204818.15,337,Defaulted,449.0,Business,4793343.3,7.23,48.0,2021-04-28,2025-04-28,Active,27533,2023-12-05 16:36:29,Deposit,8162.01,UPI,,Failed
588,Jivika,Bhalla,M,1979-05-21,Kolkata,Arunachal Pradesh,Business,2017-02-03,Current,204818.15,337,Defaulted,924.0,Personal,3011276.91,13.34,12.0,2022-04-26,2023-04-26,Active,27533,2023-12-05 16:36:29,Deposit,8162.01,UPI,,Failed
588,Jivika,Bhalla,M,1979-05-21,Kolkata,Arunachal Pradesh,Business,2017-02-03,Current,204818.15,337,Defaulted,1365.0,Business,4362800.89,13.12,60.0,2021-06-24,2026-06-24,Closed,27533,2023-12-05 16:36:29,Deposit,8162.01,UPI,,Failed
589,Krish,Mangat,O,1992-01-12,Kolkata,Nagaland,Business,2024-05-12,Fixed Deposit,130617.14,475,Active,1822.0,Education,4639964.88,13.96,120.0,2025-06-01,2035-06-01,Active,2346,2024-12-07 01:46:06,Deposit,4561.54,ATM,,Success
590,Shaan,Varma,O,1964-12-17,Delhi,Mizoram,Business,2018-07-25,Salary,248441.99,753,Defaulted,,,,,,,,,28415,2024-12-10 07:52:25,Transfer,3047.54,ATM,PhonePe,Pending
591,Pihu,Chauhan,F,1984-10-31,Ahmedabad,Tamil Nadu,Teacher,2017-09-28,Savings,481098.86,413,Active,336.0,Personal,3942518.56,8.5,72.0,2023-09-04,2029-09-04,Active,18911,2025-01-19 06:56:13,Deposit,708.98,UPI,,Success
591,Pihu,Chauhan,F,1984-10-31,Ahmedabad,Tamil Nadu,Teacher,2017-09-28,Savings,481098.86,413,Active,1112.0,Business,1524487.84,10.98,120.0,2021-07-28,2031-07-28,Defaulted,18911,2025-01-19 06:56:13,Deposit,708.98,UPI,,Success
592,Divij,Yogi,O,1994-06-13,Ahmedabad,Mizoram,Retired,2024-01-30,Salary,248078.12,523,Active,294.0,Car,1301913.44,6.82,72.0,2023-12-07,2029-12-07,Defaulted,44077,2025-09-09 06:32:47,Withdrawal,8359.52,Branch,,Success
593,Amani,Bhatti,O,1985-01-29,Kolkata,Mizoram,Doctor,2016-09-16,Fixed Deposit,258523.43,414,Closed,,,,,,,,,21062,2024-04-21 16:41:24,Bill Payment,11235.77,Branch,Flipkart,Success
594,Jivika,Balakrishnan,F,1983-01-13,Chennai,Nagaland,Teacher,2023-07-15,Salary,412515.8,339,Defaulted,789.0,Home,4377546.79,7.87,60.0,2025-07-19,2030-07-19,Closed,22797,2024-04-28 20:27:33,Withdrawal,11171.47,ATM,,Success
595,Samaira,Apte,O,1986-03-25,Bangalore,Madhya Pradesh,Student,2021-01-02,Fixed Deposit,339330.06,588,Defaulted,1666.0,Home,4704159.25,12.04,84.0,2022-03-31,2029-03-31,Active,36174,2025-07-09 23:53:56,Transfer,12644.97,Online,Gas Supplier,Success
596,Shanaya,Chopra,O,1972-01-30,Mumbai,Odisha,Engineer,2015-10-25,Savings,439436.36,446,No Loan,,,,,,,,,35863,2025-04-27 07:52:21,Deposit,6366.34,Branch,,Success
597,Aarna,Gera,M,1959-09-26,Delhi,Tamil Nadu,Other,2016-07-14,Current,434212.24,391,No Loan,,,,,,,,,34367,2024-08-25 08:29:05,Deposit,34222.77,Branch,,Success
598,Biju,Warrior,F,1959-02-07,Mumbai,Assam,Business,2024-12-20,Current,425440.28,662,Closed,,,,,,,,,3435,2023-12-28 17:16:18,Deposit,3677.35,Branch,,Success
599,Reyansh,Jayaraman,O,1986-11-21,Chennai,Goa,Doctor,2016-04-21,Salary,120106.33,469,Active,,,,,,,,,20648,2024-03-22 14:51:19,Withdrawal,2818.12,ATM,,Success
600,Tiya,Rege,O,2007-02-03,Pune,Telangana,Teacher,2018-01-25,Savings,53811.21,721,Defaulted,595.0,Car,3978276.43,8.74,48.0,2024-01-30,2028-01-30,Closed,36081,2025-05-28 22:02:06,Deposit,21270.07,Branch,,Success
601,Umang,Walla,O,1998-09-19,Bangalore,Madhya Pradesh,Engineer,2022-12-01,Fixed Deposit,95421.55,432,Defaulted,,,,,,,,,23962,2024-05-30 10:34:06,Deposit,2426.2,Online,,Success
602,Uthkarsh,Baria,O,1985-04-15,Hyderabad,Sikkim,Business,2022-03-09,Savings,440554.51,330,Active,,,,,,,,,28853,2023-12-03 17:27:22,Deposit,1623.11,UPI,,Success
