customer_id,first_name,last_name,full_name,gender,dob,age,city,state,occupation,income,account_type,account_open_date,account_age,balance,credit_score,loan_status
1273,Ela,Amble,Ela Amble,Others,25-08-1994,31,Bangalore,Telangana,Teacher,674055,Salary,04-03-2019,6,440277.07,403,No Loan
1274,Divij,Maharaj,Divij Maharaj,Others,24-08-2002,23,Delhi,Jharkhand,Retired,692117,Fixed Deposit,06-12-2016,8,163585.74,464,Defaulted
1275,Keya,Ghosh,Keya Ghosh,Female,06-03-2004,21,Pune,Kerala,Teacher,499474,Current,11-04-2025,0,365678.2,819,Active
1276,Mahika,Chatterjee,Mahika Chatterjee,Female,31-07-1973,52,Mumbai,Manipur,Business,112078,Fixed Deposit,13-08-2019,6,20690.31,463,Defaulted
1277,Aarush,De,Aarush De,Male,03-04-1982,43,Chennai,Goa,Other,438432,Salary,18-07-2025,0,453564.46,363,Closed
1278,Emir,Mammen,Emir Mammen,Female,21-06-1982,43,Delhi,Assam,Business,677812,Current,17-05-2024,1,296914.24,566,No Loan
1279,Shlok,Bhardwaj,Shlok Bhardwaj,Male,02-01-1989,36,Ahmedabad,Uttar Pradesh,Engineer,297645,Current,08-10-2020,5,177376.91,439,No Loan
1280,Heer,Talwar,Heer Talwar,Male,10-09-1989,36,Delhi,Uttar Pradesh,Business,606507,Salary,24-02-2020,5,19952.8,694,Active
1281,Rania,Kant,Rania Kant,Male,20-11-1993,31,Delhi,Madhya Pradesh,Engineer,856667,Salary,08-01-2020,5,275111.92,816,No Loan
1282,Trisha,Dara,Trisha Dara,Male,01-02-1993,32,Ahmedabad,Tripura,Doctor,375073,Savings,29-12-2023,1,397311.12,319,Active
1283,Pihu,Karpe,Pihu Karpe,Others,17-11-1977,47,Kolkata,Odisha,Teacher,197309,Current,28-07-2023,2,233924.26,823,Defaulted
1284,Farhan,Dayal,Farhan Dayal,Female,16-08-1956,69,Mumbai,Assam,Student,399588,Fixed Deposit,18-12-2023,1,484834.26,446,No Loan
1285,Parinaaz,Sarna,Parinaaz Sarna,Female,21-10-1980,45,Kolkata,Haryana,Other,733927,Savings,07-07-2019,6,256938.31,527,Closed
1286,Sumer,Kuruvilla,Sumer Kuruvilla,Male,01-04-1976,49,Kolkata,Nagaland,Retired,958266,Fixed Deposit,12-10-2022,3,143605.99,716,Active
1287,Nishith,Dhawan,Nishith Dhawan,Others,05-06-1955,70,Pune,Assam,Teacher,534008,Salary,30-03-2020,5,281793.14,706,No Loan
1288,Dhanuk,Malhotra,Dhanuk Malhotra,Male,29-11-1981,43,Delhi,Goa,Teacher,790801,Salary,01-08-2021,4,193883.71,798,Active
1289,Sumer,Chopra,Sumer Chopra,Female,12-03-1987,38,Chennai,Odisha,Retired,416699,Current,07-02-2021,4,289062.24,381,Closed
1290,Siya,Sanghvi,Siya Sanghvi,Others,27-01-1973,52,Mumbai,Gujarat,Business,405842,Current,15-11-2018,6,222284.46,664,Defaulted
1291,Miraan,Shah,Miraan Shah,Others,20-09-1988,37,Kolkata,Haryana,Engineer,456594,Salary,28-02-2019,6,238765.21,810,No Loan
1292,Manikya,Chaudhuri,Manikya Chaudhuri,Male,28-10-1972,53,Ahmedabad,Uttarakhand,Retired,842608,Current,13-04-2019,6,55522.84,415,Closed
1293,Indrans,Sood,Indrans Sood,Male,04-10-1971,54,Hyderabad,Bihar,Engineer,730775,Current,27-10-2021,3,2580.76,636,No Loan
1294,Parinaaz,Saini,Parinaaz Saini,Female,03-12-1962,62,Delhi,Meghalaya,Other,761519,Salary,05-02-2017,8,423637.46,446,No Loan
1295,Tarini,Varty,Tarini Varty,Others,14-07-1996,29,Ahmedabad,Nagaland,Engineer,113925,Savings,17-11-2015,9,156637.64,622,Defaulted
1296,Umang,Rao,Umang Rao,Male,22-08-1957,68,Pune,Karnataka,Other,207023,Savings,20-12-2023,1,224711.21,312,No Loan
1297,Raghav,Korpal,Raghav Korpal,Male,08-04-1988,37,Hyderabad,Goa,Other,157388,Fixed Deposit,15-07-2025,0,485794.99,586,Closed
1298,Ranbir,Issac,Ranbir Issac,Others,09-10-2006,19,Hyderabad,Haryana,Engineer,602295,Savings,17-06-2024,1,367280.85,413,Closed
1299,Gokul,Bala,Gokul Bala,Female,24-10-2005,20,Mumbai,Mizoram,Business,327802,Savings,29-07-2025,0,238944.89,648,Closed
1300,Hrishita,Babu,Hrishita Babu,Others,25-07-1983,42,Bangalore,Mizoram,Engineer,505048,Current,26-11-2023,1,16244.18,619,Active
1301,Piya,Soni,Piya Soni,Female,25-05-1978,47,Delhi,Goa,Business,128596,Current,18-06-2022,3,150398.4,503,Active
1302,Rasha,Lad,Rasha Lad,Male,16-11-1985,39,Delhi,Manipur,Business,977533,Current,23-10-2017,8,402414.17,846,Active
1303,Abram,Sandal,Abram Sandal,Male,30-03-1976,49,Kolkata,Gujarat,Teacher,421005,Fixed Deposit,28-11-2015,9,106141.78,356,Defaulted
1304,Divyansh,Gaba,Divyansh Gaba,Male,01-08-1980,45,Bangalore,Kerala,Teacher,849554,Current,25-08-2025,0,396903.61,462,Active
1305,Kabir,Mahal,Kabir Mahal,Others,18-06-1996,29,Bangalore,Himachal Pradesh,Teacher,943172,Savings,07-03-2020,5,498912.61,563,Active
1306,Anaya,Ramesh,Anaya Ramesh,Female,26-11-1970,54,Bangalore,Karnataka,Other,609812,Fixed Deposit,07-05-2020,5,497329.67,787,Closed
1307,Charvi,Kala,Charvi Kala,Others,01-09-1979,46,Pune,Gujarat,Student,592244,Current,22-11-2018,6,148015.08,364,No Loan
1308,Tejas,Varma,Tejas Varma,Male,14-04-1983,42,Mumbai,Madhya Pradesh,Doctor,482498,Savings,05-02-2022,3,171549.42,848,No Loan
1309,Jivin,Mangal,Jivin Mangal,Male,17-10-1973,52,Mumbai,Chhattisgarh,Business,749290,Savings,07-06-2023,2,370497.59,848,Active
1310,Divyansh,Sen,Divyansh Sen,Male,14-12-1993,31,Bangalore,Himachal Pradesh,Engineer,987581,Salary,27-08-2019,6,3827.24,487,No Loan
1311,Adah,Varty,Adah Varty,Others,23-10-1970,55,Ahmedabad,Madhya Pradesh,Retired,569097,Current,18-03-2025,0,329611.72,426,Closed
1312,Yasmin,Shankar,Yasmin Shankar,Male,09-02-1968,57,Chennai,Chhattisgarh,Student,719789,Fixed Deposit,31-03-2018,7,442327.71,846,No Loan
1313,Jayesh,Kade,Jayesh Kade,Male,14-12-1986,38,Bangalore,Meghalaya,Student,877043,Savings,06-12-2015,9,307188.45,403,Closed
1314,Hazel,Sem,Hazel Sem,Others,01-12-1963,61,Ahmedabad,Karnataka,Student,218056,Savings,23-07-2024,1,200150.99,683,Defaulted
1315,Ojas,Mand,Ojas Mand,Female,18-11-1987,37,Kolkata,West Bengal,Engineer,84060,Current,13-11-2020,4,344015.78,657,Closed
1316,Vivaan,Bawa,Vivaan Bawa,Male,28-05-1993,32,Delhi,Tamil Nadu,Student,808345,Salary,29-07-2016,9,153762.53,487,Closed
1317,Madhav,Talwar,Madhav Talwar,Female,17-11-1965,59,Hyderabad,Himachal Pradesh,Teacher,547272,Savings,14-10-2016,9,288943.29,589,Closed
1318,Alisha,Sharma,Alisha Sharma,Male,12-03-1987,38,Bangalore,Karnataka,Retired,588545,Fixed Deposit,27-05-2017,8,4038.29,382,No Loan
1319,Taran,Mammen,Taran Mammen,Male,10-06-1972,53,Bangalore,Nagaland,Retired,899735,Savings,26-11-2021,3,261765.72,827,Active
1320,Akarsh,Jha,Akarsh Jha,Others,20-04-1972,53,Pune,Bihar,Teacher,260279,Current,14-08-2021,4,341192.57,674,No Loan
1321,Kashvi,Mani,Kashvi Mani,Female,28-08-1978,47,Pune,Rajasthan,Student,800406,Fixed Deposit,24-02-2019,6,421195.14,679,Active
1322,Jayant,Sridhar,Jayant Sridhar,Male,09-12-1998,26,Mumbai,Jharkhand,Student,754647,Current,03-12-2024,0,353836.15,487,Closed
1323,Pari,Kumer,Pari Kumer,Male,06-12-1978,46,Ahmedabad,Meghalaya,Student,109711,Savings,18-04-2021,4,73453.06,773,Active
1324,Dhanush,Halder,Dhanush Halder,Male,27-06-2007,18,Ahmedabad,Punjab,Student,213026,Salary,15-05-2023,2,202033.77,410,No Loan
1325,Mohanlal,Bora,Mohanlal Bora,Male,06-04-1974,51,Pune,West Bengal,Doctor,405484,Savings,27-08-2023,2,106345.12,589,Defaulted
1326,Aaina,Raval,Aaina Raval,Male,03-03-1966,59,Delhi,Punjab,Doctor,535317,Fixed Deposit,03-07-2021,4,141221.24,514,Closed
1327,Devansh,Baral,Devansh Baral,Female,31-08-1993,32,Hyderabad,Goa,Engineer,288134,Fixed Deposit,26-08-2022,3,464684.8,326,No Loan
1328,Saksham,Dutt,Saksham Dutt,Male,23-02-1978,47,Kolkata,Rajasthan,Doctor,172974,Current,25-08-2019,6,11991.43,530,No Loan
1329,Lavanya,Roy,Lavanya Roy,Male,04-08-1974,51,Kolkata,Madhya Pradesh,Teacher,219646,Current,25-04-2020,5,238742.06,620,No Loan
1330,Vanya,Venkataraman,Vanya Venkataraman,Others,22-03-1973,52,Hyderabad,Kerala,Retired,472400,Salary,02-05-2023,2,274941.24,736,Defaulted
1331,Elakshi,Kar,Elakshi Kar,Male,29-08-2005,20,Pune,Maharashtra,Doctor,220168,Savings,30-09-2025,0,17800.92,702,Active
1332,Akarsh,Bhatnagar,Akarsh Bhatnagar,Female,24-02-1966,59,Bangalore,Telangana,Engineer,662016,Fixed Deposit,22-11-2018,6,179549.23,612,No Loan
1333,Shanaya,Sarma,Shanaya Sarma,Female,24-09-1970,55,Bangalore,Telangana,Other,759376,Salary,17-01-2020,5,380046.1,330,Closed
1334,Ivan,Issac,Ivan Issac,Female,19-03-1960,65,Bangalore,Bihar,Other,605534,Current,07-05-2019,6,444440.88,322,Closed
1335,Anika,Mahal,Anika Mahal,Male,08-04-1961,64,Kolkata,Arunachal Pradesh,Other,508774,Fixed Deposit,06-11-2016,8,433599.8,373,Closed
1336,Eshani,Singhal,Eshani Singhal,Others,23-07-1956,69,Ahmedabad,Assam,Other,581937,Fixed Deposit,08-07-2022,3,293346.53,755,Defaulted
1337,Miraya,Brahmbhatt,Miraya Brahmbhatt,Male,02-11-1961,64,Kolkata,Assam,Retired,481597,Current,24-03-2020,5,277774.02,459,Closed
1338,Sahil,Contractor,Sahil Contractor,Female,29-04-1999,26,Kolkata,Haryana,Student,984228,Current,25-05-2022,3,263612.95,477,Closed
1339,Ahana ,Rattan,Ahana  Rattan,Others,15-12-2004,20,Mumbai,Chhattisgarh,Business,162263,Savings,06-08-2020,5,357262.36,352,Active
1340,Jayan,Atwal,Jayan Atwal,Female,12-09-1963,62,Mumbai,Arunachal Pradesh,Business,991522,Fixed Deposit,22-09-2024,1,402175.3,321,No Loan
1341,Shaan,Venkatesh,Shaan Venkatesh,Others,02-12-1999,25,Delhi,Meghalaya,Business,605590,Fixed Deposit,01-11-2021,3,282081.18,559,Closed
1342,Purab,Mahal,Purab Mahal,Male,23-07-1986,39,Mumbai,Manipur,Retired,923938,Fixed Deposit,17-12-2024,0,72295.1,770,Closed
1343,Jayesh,Rajagopal,Jayesh Rajagopal,Male,17-12-1963,61,Pune,Punjab,Teacher,635445,Current,09-12-2024,0,360606.92,311,Active
1344,Adira,Lala,Adira Lala,Male,31-10-1985,40,Ahmedabad,Rajasthan,Retired,649205,Salary,11-05-2025,0,248851.02,589,Closed
1345,Sahil,Ghose,Sahil Ghose,Others,14-04-1998,27,Ahmedabad,Meghalaya,Other,293810,Savings,04-11-2024,0,67780.35,653,No Loan
1346,Zara,Basu,Zara Basu,Female,28-06-1991,34,Bangalore,Manipur,Other,166646,Fixed Deposit,18-08-2019,6,361139.05,740,Closed
1347,Zain,De,Zain De,Female,19-09-1975,50,Ahmedabad,Chhattisgarh,Retired,415266,Savings,26-12-2021,3,1067.21,453,Active
1348,Aarav,Lal,Aarav Lal,Female,04-06-1975,50,Pune,Uttarakhand,Student,880951,Savings,11-12-2015,9,357804.32,593,Defaulted
1349,Shray,Dhar,Shray Dhar,Female,14-05-2006,19,Chennai,Meghalaya,Retired,560025,Current,30-01-2018,7,447967.64,387,Active
1350,Prisha,Korpal,Prisha Korpal,Others,06-03-1991,34,Pune,Tripura,Retired,550703,Savings,27-11-2015,9,419829.91,689,Defaulted
1351,Aayush,Sinha,Aayush Sinha,Male,25-03-1987,38,Delhi,Maharashtra,Business,413054,Salary,10-11-2020,4,124165.11,456,No Loan
1352,Yashvi,Aggarwal,Yashvi Aggarwal,Others,12-09-1974,51,Mumbai,Nagaland,Teacher,976862,Salary,12-09-2019,6,465512.8,436,Closed
1353,Zain,Wadhwa,Zain Wadhwa,Others,10-03-1980,45,Delhi,Nagaland,Student,927756,Current,21-12-2018,6,421513.24,727,Closed
1354,Nishith,Bumb,Nishith Bumb,Female,05-07-1984,41,Hyderabad,Tamil Nadu,Student,337552,Savings,24-06-2022,3,286332.77,440,No Loan
1355,Uthkarsh,Choudhary,Uthkarsh Choudhary,Others,04-12-2004,20,Hyderabad,Himachal Pradesh,Other,129379,Current,24-05-2022,3,211769.88,497,Defaulted
1356,Mishti,Dar,Mishti Dar,Female,26-02-1960,65,Chennai,Mizoram,Student,95053,Fixed Deposit,12-12-2022,2,189281.71,720,Defaulted
1357,Raunak,Sachar,Raunak Sachar,Male,16-10-2006,19,Delhi,Telangana,Teacher,472662,Salary,22-05-2020,5,58895.32,770,No Loan
1358,Zain,Chandra,Zain Chandra,Female,18-12-1990,34,Delhi,West Bengal,Business,726282,Salary,03-05-2020,5,247413.21,474,No Loan
1359,Himmat,Dhillon,Himmat Dhillon,Others,04-06-1959,66,Pune,Bihar,Other,168723,Savings,13-11-2018,6,84309.59,534,Closed
1360,Miraya,Kara,Miraya Kara,Female,08-02-1998,27,Delhi,Himachal Pradesh,Engineer,645644,Fixed Deposit,06-07-2023,2,333526.32,835,Closed
1361,Kanav,Dyal,Kanav Dyal,Female,07-06-2002,23,Delhi,Andhra Pradesh,Engineer,342933,Current,19-02-2024,1,380757.86,751,Defaulted
1362,Hazel,Apte,Hazel Apte,Male,12-02-1965,60,Bangalore,Goa,Business,954152,Current,10-08-2016,9,351567.71,832,Closed
1363,Priyansh,Bhatnagar,Priyansh Bhatnagar,Others,22-09-1961,64,Mumbai,Tamil Nadu,Teacher,923088,Fixed Deposit,24-07-2020,5,238227.9,592,Closed
1364,Mehul,Bath,Mehul Bath,Female,06-08-1984,41,Pune,Chhattisgarh,Business,900460,Fixed Deposit,26-11-2015,9,25044.82,400,Active
1365,Madhav,Garg,Madhav Garg,Female,07-10-1955,70,Hyderabad,Maharashtra,Engineer,920916,Savings,28-02-2024,1,249786.83,839,Closed
1366,Umang,Kata,Umang Kata,Others,20-12-1975,49,Pune,Tamil Nadu,Business,102154,Salary,29-03-2024,1,433044.26,654,Defaulted
1367,Dhanush,Upadhyay,Dhanush Upadhyay,Female,03-12-1956,68,Ahmedabad,Tripura,Business,283942,Salary,20-05-2021,4,229392.1,526,Closed
1368,Priyansh,Soni,Priyansh Soni,Female,15-09-1964,61,Bangalore,Madhya Pradesh,Other,334480,Salary,19-09-2016,9,185536.81,754,Closed
1369,Anaya,Chana,Anaya Chana,Female,16-08-1959,66,Pune,Gujarat,Teacher,435821,Savings,02-01-2025,0,384016.25,509,Closed
1370,Abram,Bhat,Abram Bhat,Female,13-10-1971,54,Chennai,Tripura,Business,924211,Current,04-04-2022,3,276482.61,399,Closed
1371,Veer,Solanki,Veer Solanki,Others,26-05-2003,22,Chennai,Manipur,Doctor,351173,Current,31-12-2019,5,425323.65,827,Closed
1372,Kiaan,Karpe,Kiaan Karpe,Male,02-08-1971,54,Hyderabad,Telangana,Engineer,915633,Savings,02-05-2016,9,186209.65,465,Defaulted
1373,Elakshi,Salvi,Elakshi Salvi,Others,26-03-2007,18,Bangalore,Gujarat,Business,102265,Salary,12-05-2017,8,236668.62,399,Defaulted
1374,Pihu,Dugal,Pihu Dugal,Male,10-12-1986,38,Hyderabad,Karnataka,Student,435060,Savings,20-05-2022,3,339228.79,472,Defaulted
1375,Shanaya,Maharaj,Shanaya Maharaj,Female,23-07-1965,60,Bangalore,Mizoram,Teacher,313322,Fixed Deposit,25-06-2016,9,18933.4,562,Closed
1376,Anya,Ray,Anya Ray,Others,28-01-1963,62,Chennai,Jharkhand,Engineer,244944,Savings,28-01-2020,5,63736.41,302,No Loan
1377,Baiju,Venkatesh,Baiju Venkatesh,Female,15-04-1968,57,Bangalore,Sikkim,Business,640485,Salary,23-11-2021,3,158498.04,448,Closed
1378,Miraan,Ravel,Miraan Ravel,Male,02-08-1969,56,Pune,Maharashtra,Retired,982165,Salary,07-09-2017,8,341414.75,737,No Loan
1379,Ivan,Sundaram,Ivan Sundaram,Female,05-11-1976,48,Bangalore,Himachal Pradesh,Other,518396,Fixed Deposit,08-01-2016,9,290008.45,832,Defaulted
1380,Vivaan,Subramanian,Vivaan Subramanian,Others,21-07-1994,31,Delhi,Haryana,Retired,224782,Fixed Deposit,19-10-2017,8,144417.39,526,Active
1381,Kavya,Srinivasan,Kavya Srinivasan,Male,16-05-1955,70,Delhi,Tamil Nadu,Teacher,754846,Savings,23-06-2016,9,333766.46,348,No Loan
1382,Umang,Solanki,Umang Solanki,Others,08-02-1987,38,Hyderabad,Assam,Business,141907,Salary,27-05-2018,7,56644.59,343,Active
1383,Charvi,Bath,Charvi Bath,Female,10-09-1971,54,Mumbai,Sikkim,Student,985308,Current,12-06-2018,7,50833.54,824,Closed
1384,Tara,Rattan,Tara Rattan,Female,11-11-1996,28,Hyderabad,Arunachal Pradesh,Engineer,272967,Savings,09-07-2021,4,190167.93,697,No Loan
1385,Neelofar,Bose,Neelofar Bose,Others,31-10-1958,67,Delhi,Tamil Nadu,Student,920867,Fixed Deposit,24-10-2021,4,207407.69,686,Closed
1386,Gokul,Kohli,Gokul Kohli,Female,07-04-1991,34,Pune,Haryana,Student,372775,Savings,04-08-2017,8,202740.58,316,Defaulted
1387,Vedika,Roy,Vedika Roy,Female,26-04-1976,49,Bangalore,Tripura,Retired,461182,Fixed Deposit,06-04-2025,0,453126.88,835,Defaulted
1388,Sana,Char,Sana Char,Female,26-05-1978,47,Pune,Andhra Pradesh,Engineer,826892,Salary,25-03-2023,2,362703.39,708,Defaulted
1389,Taimur,Sengupta,Taimur Sengupta,Female,01-09-2001,24,Chennai,Chhattisgarh,Business,352247,Savings,11-03-2022,3,481786.12,487,Closed
1390,Aradhya,Sastry,Aradhya Sastry,Others,29-10-1971,54,Ahmedabad,Manipur,Retired,134772,Fixed Deposit,08-06-2016,9,199426.14,418,No Loan
1391,Hrishita,Sarin,Hrishita Sarin,Female,21-10-1992,33,Bangalore,Meghalaya,Other,196108,Fixed Deposit,11-10-2020,5,387221.7,764,No Loan
1392,Kabir,Magar,Kabir Magar,Male,05-09-1967,58,Delhi,Kerala,Doctor,84382,Current,28-05-2025,0,261126.73,801,Defaulted
1393,Raghav,Vig,Raghav Vig,Female,16-10-1976,49,Pune,Uttarakhand,Engineer,154291,Fixed Deposit,25-09-2023,2,9456.88,474,Active
1394,Ishaan,Banerjee,Ishaan Banerjee,Male,04-07-1995,30,Kolkata,Mizoram,Retired,433339,Salary,13-03-2025,0,403770.61,720,No Loan
1395,Ritvik,Tank,Ritvik Tank,Male,25-04-1965,60,Ahmedabad,Himachal Pradesh,Retired,729116,Current,30-05-2023,2,133525.83,800,Closed
1396,Amani,Acharya,Amani Acharya,Male,15-08-1991,34,Kolkata,Tripura,Teacher,352753,Fixed Deposit,04-01-2022,3,171560.05,354,Active
1397,Vaibhav,Sha,Vaibhav Sha,Female,08-03-1998,27,Chennai,Goa,Business,217550,Fixed Deposit,15-05-2024,1,259462.3,311,Closed
1398,Urvi,Rao,Urvi Rao,Male,15-01-1956,69,Mumbai,Haryana,Doctor,302050,Salary,16-12-2021,3,1675.46,672,Defaulted
1399,Nirvi,Luthra,Nirvi Luthra,Others,02-08-1976,49,Ahmedabad,Uttarakhand,Engineer,502882,Salary,03-11-2016,8,323582.91,527,No Loan
1400,Eshani,Sanghvi,Eshani Sanghvi,Male,18-02-1981,44,Ahmedabad,Meghalaya,Retired,407827,Current,29-12-2018,6,423683.35,756,Active
1401,Indrans,Ramesh,Indrans Ramesh,Male,15-11-2006,18,Chennai,Jharkhand,Business,562313,Savings,22-02-2025,0,273934.66,524,Defaulted
1402,Nayantara,Dyal,Nayantara Dyal,Others,19-09-1976,49,Ahmedabad,Bihar,Student,456858,Fixed Deposit,26-09-2022,3,303467.14,803,Defaulted
1403,Nirvi,Bandi,Nirvi Bandi,Others,25-04-1961,64,Ahmedabad,Arunachal Pradesh,Retired,724618,Savings,31-08-2024,1,229539.88,513,Defaulted
1404,Arhaan,Chaudhuri,Arhaan Chaudhuri,Others,06-08-1963,62,Mumbai,Bihar,Other,665603,Salary,21-10-2018,7,77011.57,494,Closed
1405,Divyansh,Babu,Divyansh Babu,Others,17-10-1987,38,Mumbai,Odisha,Doctor,934266,Salary,09-01-2019,6,355357.58,456,No Loan
1406,Nirvi,Konda,Nirvi Konda,Others,08-06-1998,27,Bangalore,Mizoram,Teacher,458349,Current,17-05-2022,3,124055.21,711,Active
1407,Badal,Goswami,Badal Goswami,Female,23-03-1997,28,Pune,Haryana,Business,84153,Salary,13-02-2020,5,237227.04,423,Active
1408,Abram,Chawla,Abram Chawla,Female,01-01-1996,29,Chennai,Rajasthan,Student,670613,Savings,20-12-2016,8,237431.1,517,Closed
1409,Anahita,Suresh,Anahita Suresh,Others,15-03-1988,37,Bangalore,Rajasthan,Other,310773,Savings,14-02-2017,8,291522.17,403,Closed
1410,Ivana,Sharaf,Ivana Sharaf,Others,23-11-1958,66,Pune,Maharashtra,Other,125318,Salary,26-11-2021,3,471419.44,733,Defaulted
1411,Mannat,Deol,Mannat Deol,Female,18-11-1979,45,Pune,Mizoram,Engineer,464030,Salary,03-10-2016,9,322651,839,Closed
1412,Romil,Barad,Romil Barad,Male,13-07-1957,68,Bangalore,Gujarat,Student,447177,Salary,17-12-2016,8,388687.08,828,Defaulted
1413,Divyansh,Seshadri,Divyansh Seshadri,Female,11-02-1990,35,Kolkata,Haryana,Teacher,146077,Current,01-06-2017,8,113465.25,791,Active
1414,Kanav,Char,Kanav Char,Male,11-12-1990,34,Bangalore,Mizoram,Student,946906,Current,27-04-2022,3,310247.55,740,Closed
1415,Jiya,Rattan,Jiya Rattan,Others,19-06-1999,26,Delhi,Goa,Business,203515,Fixed Deposit,30-12-2019,5,311584.41,693,Active
1416,Zeeshan,Shenoy,Zeeshan Shenoy,Male,06-10-1992,33,Bangalore,Bihar,Engineer,276988,Fixed Deposit,05-04-2025,0,158258.37,638,Defaulted
1417,Taimur,Sandal,Taimur Sandal,Female,29-11-2006,18,Pune,Manipur,Doctor,929751,Fixed Deposit,28-07-2025,0,74334.39,755,Defaulted
1418,Ehsaan,Chacko,Ehsaan Chacko,Male,28-07-2002,23,Chennai,Uttar Pradesh,Engineer,195885,Savings,11-01-2023,2,318341.4,711,Closed
1419,Yakshit,Krishnan,Yakshit Krishnan,Male,15-01-1967,58,Bangalore,Karnataka,Retired,966209,Current,13-02-2025,0,321766.64,348,Defaulted
1420,Hazel,Rama,Hazel Rama,Male,06-07-1999,26,Hyderabad,Manipur,Doctor,611656,Savings,15-06-2018,7,473750.23,401,No Loan
1421,Ira,Gaba,Ira Gaba,Others,28-09-1978,47,Delhi,West Bengal,Engineer,740688,Savings,15-02-2021,4,145961.75,458,No Loan
1422,Tarini,Ravel,Tarini Ravel,Female,23-01-1980,45,Mumbai,Maharashtra,Doctor,258014,Savings,12-10-2022,3,354152.95,541,Active
1423,Mahika,Dara,Mahika Dara,Others,28-02-2004,21,Mumbai,Odisha,Business,161751,Savings,07-04-2021,4,345358.18,304,Defaulted
1424,Uthkarsh,Sinha,Uthkarsh Sinha,Male,23-11-1991,33,Delhi,Nagaland,Teacher,300203,Savings,28-05-2019,6,249158.91,660,Active
1425,Taran,Kara,Taran Kara,Male,07-06-2005,20,Hyderabad,Manipur,Student,883738,Current,01-02-2020,5,224389.04,721,Closed
1426,Samaira,Badal,Samaira Badal,Others,14-10-1981,44,Pune,Jharkhand,Engineer,765275,Savings,08-10-2015,10,265300.2,314,Closed
1427,Ela,Bir,Ela Bir,Others,22-04-1995,30,Chennai,Jharkhand,Student,893651,Salary,16-01-2016,9,177779.61,421,Defaulted
1428,Madhup,Chhabra,Madhup Chhabra,Male,19-03-1955,70,Hyderabad,West Bengal,Student,281951,Savings,15-11-2020,4,340130.55,752,Active
1429,Trisha,Tara,Trisha Tara,Others,11-03-1976,49,Mumbai,Tamil Nadu,Student,575155,Current,18-02-2016,9,310833.39,745,Closed
1430,Diya,Mall,Diya Mall,Female,17-07-1973,52,Bangalore,Odisha,Other,265716,Savings,08-03-2025,0,230372.77,601,Active
1431,Divit,Bahl,Divit Bahl,Male,30-08-1993,32,Ahmedabad,Manipur,Teacher,654567,Current,25-05-2018,7,216975.19,302,No Loan
1432,Hiran,Deo,Hiran Deo,Others,19-12-1978,46,Delhi,Kerala,Doctor,385172,Salary,03-06-2018,7,83709.14,392,No Loan
1433,Mehul,Dave,Mehul Dave,Female,19-05-1994,31,Hyderabad,Uttar Pradesh,Student,960695,Current,06-01-2020,5,241185.35,792,No Loan
1434,Kaira,Iyengar,Kaira Iyengar,Male,15-03-1975,50,Pune,Odisha,Engineer,70126,Fixed Deposit,30-04-2017,8,25939.54,460,Active
1435,Samaira,Gaba,Samaira Gaba,Others,24-07-1969,56,Bangalore,Uttar Pradesh,Business,908761,Salary,28-01-2017,8,69362.53,630,Defaulted
1436,Aradhya,Tella,Aradhya Tella,Others,08-08-1987,38,Mumbai,Tamil Nadu,Engineer,97632,Salary,15-09-2018,7,396778.29,822,No Loan
1437,Divit,Rajan,Divit Rajan,Male,05-08-2002,23,Kolkata,Rajasthan,Teacher,570315,Fixed Deposit,26-07-2025,0,196537.29,791,Defaulted
1438,Sana,Swamy,Sana Swamy,Others,17-03-1975,50,Ahmedabad,Odisha,Doctor,790670,Fixed Deposit,26-05-2016,9,480352.86,571,Defaulted
1439,Vanya,Bala,Vanya Bala,Female,23-09-1980,45,Hyderabad,Tripura,Other,179945,Savings,05-02-2017,8,318632.78,551,No Loan
1440,Adira,Joshi,Adira Joshi,Others,09-07-1977,48,Pune,West Bengal,Doctor,387320,Savings,06-09-2021,4,497414.83,389,No Loan
1441,Siya,Sachdeva,Siya Sachdeva,Others,20-12-1962,62,Delhi,West Bengal,Business,320869,Fixed Deposit,15-08-2019,6,261747.32,631,Active
1442,Myra,Sood,Myra Sood,Male,02-10-1995,30,Bangalore,Rajasthan,Business,811426,Fixed Deposit,17-12-2015,9,130511.35,573,Active
1443,Ryan,Lala,Ryan Lala,Others,16-10-1980,45,Bangalore,Arunachal Pradesh,Engineer,568716,Salary,07-09-2016,9,297186.91,610,Closed
1444,Jivika,Borde,Jivika Borde,Female,29-06-1976,49,Hyderabad,Karnataka,Student,245399,Fixed Deposit,13-12-2024,0,107764.56,453,Active
1445,Indrans,Bakshi,Indrans Bakshi,Male,14-12-1988,36,Kolkata,Sikkim,Retired,532120,Fixed Deposit,09-07-2019,6,8080.83,424,Defaulted
1446,Alia,Shetty,Alia Shetty,Others,19-07-2004,21,Chennai,Punjab,Other,204869,Fixed Deposit,13-06-2022,3,471907.09,544,Defaulted
1447,Divij,Choudhry,Divij Choudhry,Female,29-11-1993,31,Kolkata,Maharashtra,Business,248954,Salary,08-05-2024,1,476495.5,546,Closed
1448,Hunar,Bhatti,Hunar Bhatti,Female,26-06-1974,51,Delhi,Karnataka,Engineer,739078,Salary,22-06-2022,3,197004.09,661,No Loan
